user_id,age,platform,daily_usage_minutes,content_type,engagement_score,mental_fatigue_level,date
1864,50,TikTok,108,Live,7.28,7,2023-03-19 15:00:00
1866,40,TikTok,208,Live,9.52,4,2023-03-19 17:00:00
1868,27,TikTok,146,Posts,9.77,8,2023-03-19 19:00:00
1870,30,TikTok,147,Posts,4.14,3,2023-03-19 21:00:00
1871,59,TikTok,275,Reels,8.45,5,2023-03-19 22:00:00
1872,31,TikTok,311,Posts,7.5,4,2023-03-19 23:00:00
1873,42,TikTok,114,Shorts,8.03,8,2023-03-20 00:00:00
1882,61,TikTok,123,Reels,3.6,3,2023-03-20 09:00:00
1899,51,TikTok,113,Stories,4.0,10,2023-03-21 02:00:00
1900,24,TikTok,153,Posts,2.5,6,2023-03-21 03:00:00
1907,26,TikTok,77,Stories,8.43,3,2023-03-21 10:00:00
1908,28,TikTok,80,Reels,4.48,8,2023-03-21 11:00:00
1919,47,TikTok,10,Posts,4.5,1,2023-03-21 22:00:00
1923,48,TikTok,222,Stories,2.73,6,2023-03-22 02:00:00
1926,23,TikTok,356,Posts,2.11,8,2023-03-22 05:00:00
1928,37,TikTok,91,Shorts,7.39,2,2023-03-22 07:00:00
1933,61,TikTok,34,Stories,7.08,2,2023-03-22 12:00:00
1943,47,TikTok,109,Stories,0.63,5,2023-03-22 22:00:00
1945,17,TikTok,276,Stories,7.42,7,2023-03-23 00:00:00
1955,54,TikTok,305,Stories,1.72,6,2023-03-23 10:00:00
1977,27,TikTok,336,Posts,9.54,9,2023-03-24 08:00:00
1981,35,TikTok,248,Reels,3.21,6,2023-03-24 12:00:00
1984,26,TikTok,122,Reels,9.2,5,2023-03-24 15:00:00
1985,35,TikTok,148,Live,8.43,5,2023-03-24 16:00:00
1992,56,TikTok,156,Stories,2.1,8,2023-03-24 23:00:00
2001,40,TikTok,308,Posts,7.99,8,2023-03-25 08:00:00
2002,60,TikTok,136,Stories,8.23,3,2023-03-25 09:00:00
2005,51,TikTok,232,Live,1.87,5,2023-03-25 12:00:00
2016,52,TikTok,5,Shorts,0.55,6,2023-03-25 23:00:00
2018,56,TikTok,342,Shorts,0.99,5,2023-03-26 01:00:00
2019,18,TikTok,73,Shorts,9.53,3,2023-03-26 02:00:00
2020,43,TikTok,35,Live,7.18,9,2023-03-26 03:00:00
2032,39,TikTok,277,Live,4.31,8,2023-03-26 15:00:00
2036,43,TikTok,227,Posts,2.81,3,2023-03-26 19:00:00
2045,51,TikTok,204,Stories,0.67,3,2023-03-27 04:00:00
2048,49,TikTok,177,Stories,1.25,2,2023-03-27 07:00:00
2057,55,TikTok,235,Reels,7.84,5,2023-03-27 16:00:00
2064,51,TikTok,218,Stories,9.96,4,2023-03-27 23:00:00
2067,38,TikTok,266,Stories,1.81,5,2023-03-28 02:00:00
2077,56,TikTok,47,Shorts,4.18,10,2023-03-28 12:00:00
2078,62,TikTok,121,Shorts,2.29,9,2023-03-28 13:00:00
2079,29,TikTok,194,Shorts,2.62,3,2023-03-28 14:00:00
2083,17,TikTok,207,Stories,3.89,10,2023-03-28 18:00:00
2097,60,TikTok,12,Reels,5.28,2,2023-03-29 08:00:00
2098,38,TikTok,279,Reels,8.6,6,2023-03-29 09:00:00
2101,26,TikTok,40,Posts,3.18,3,2023-03-29 12:00:00
2112,16,TikTok,126,Shorts,7.94,9,2023-03-29 23:00:00
2114,35,TikTok,176,Stories,6.59,4,2023-03-30 01:00:00
2143,16,TikTok,236,Reels,1.63,4,2023-03-31 06:00:00
2144,50,TikTok,303,Stories,3.45,7,2023-03-31 07:00:00
2149,64,TikTok,259,Stories,6.49,6,2023-03-31 12:00:00
2151,27,TikTok,139,Shorts,2.29,10,2023-03-31 14:00:00
2158,44,TikTok,247,Shorts,1.01,9,2023-03-31 21:00:00
2167,38,TikTok,91,Live,6.63,6,2023-04-01 06:00:00
2176,47,TikTok,39,Live,0.5,9,2023-04-01 15:00:00
2181,62,TikTok,85,Stories,2.7,9,2023-04-01 20:00:00
2182,49,TikTok,108,Stories,4.58,3,2023-04-01 21:00:00
2183,16,TikTok,326,Reels,7.29,8,2023-04-01 22:00:00
2186,25,TikTok,321,Reels,8.62,5,2023-04-02 01:00:00
2192,62,TikTok,63,Live,9.54,5,2023-04-02 07:00:00
2193,55,TikTok,263,Live,4.26,10,2023-04-02 08:00:00
2195,27,TikTok,82,Shorts,8.96,5,2023-04-02 10:00:00
2198,40,TikTok,170,Live,2.98,10,2023-04-02 13:00:00
2203,34,TikTok,149,Shorts,8.69,10,2023-04-02 18:00:00
2205,31,TikTok,182,Stories,7.34,7,2023-04-02 20:00:00
2207,63,TikTok,140,Shorts,6.99,3,2023-04-02 22:00:00
2210,41,TikTok,355,Reels,2.73,4,2023-04-03 01:00:00
2212,17,TikTok,276,Posts,0.98,9,2023-04-03 03:00:00
2215,48,TikTok,20,Live,1.34,2,2023-04-03 06:00:00
2223,56,TikTok,272,Reels,7.52,10,2023-04-03 14:00:00
2229,19,TikTok,197,Shorts,8.43,5,2023-04-03 20:00:00
2232,21,TikTok,196,Reels,2.46,8,2023-04-03 23:00:00
2234,33,TikTok,183,Reels,7.91,1,2023-04-04 01:00:00
2243,22,TikTok,86,Live,1.48,5,2023-04-04 10:00:00
2244,40,TikTok,136,Live,3.06,5,2023-04-04 11:00:00
2254,40,TikTok,140,Posts,4.84,9,2023-04-04 21:00:00
2263,26,TikTok,146,Shorts,7.43,9,2023-04-05 06:00:00
2268,25,TikTok,120,Reels,3.92,7,2023-04-05 11:00:00
2287,52,TikTok,313,Posts,6.32,10,2023-04-06 06:00:00
2296,61,TikTok,152,Live,7.9,6,2023-04-06 15:00:00
2298,58,TikTok,44,Reels,8.91,8,2023-04-06 17:00:00
2303,31,TikTok,173,Reels,3.47,5,2023-04-06 22:00:00
2305,30,TikTok,147,Live,6.71,9,2023-04-07 00:00:00
2308,26,TikTok,265,Posts,3.65,3,2023-04-07 03:00:00
2309,30,TikTok,235,Reels,0.53,6,2023-04-07 04:00:00
2312,28,TikTok,301,Live,2.61,6,2023-04-07 07:00:00
2335,41,TikTok,289,Posts,3.41,4,2023-04-08 06:00:00
2339,22,TikTok,193,Live,2.23,4,2023-04-08 10:00:00
2340,46,TikTok,255,Live,6.21,2,2023-04-08 11:00:00
2346,22,TikTok,88,Live,4.85,3,2023-04-08 17:00:00
2350,51,TikTok,117,Reels,4.84,4,2023-04-08 21:00:00
2354,16,TikTok,339,Live,7.02,3,2023-04-09 01:00:00
2358,62,TikTok,223,Live,3.62,1,2023-04-09 05:00:00
2366,24,TikTok,156,Posts,2.75,4,2023-04-09 13:00:00
2367,30,TikTok,203,Stories,5.96,7,2023-04-09 14:00:00
2389,48,TikTok,196,Reels,5.19,5,2023-04-10 12:00:00
2390,20,TikTok,93,Shorts,3.45,5,2023-04-10 13:00:00
2396,48,TikTok,21,Posts,3.31,10,2023-04-10 19:00:00
2398,32,TikTok,337,Reels,4.64,1,2023-04-10 21:00:00
2399,37,TikTok,315,Shorts,0.54,1,2023-04-10 22:00:00
2411,28,TikTok,302,Stories,7.01,10,2023-04-11 10:00:00
2418,18,TikTok,296,Reels,2.28,4,2023-04-11 17:00:00
2430,53,TikTok,177,Shorts,3.3,4,2023-04-12 05:00:00
2448,19,TikTok,282,Reels,6.93,6,2023-04-12 23:00:00
2451,17,TikTok,147,Reels,2.88,4,2023-04-13 02:00:00
2452,20,TikTok,40,Stories,3.93,5,2023-04-13 03:00:00
2457,23,TikTok,178,Reels,6.96,4,2023-04-13 08:00:00
2462,18,TikTok,283,Reels,5.55,10,2023-04-13 13:00:00
2471,50,TikTok,327,Live,4.29,10,2023-04-13 22:00:00
2472,49,TikTok,75,Stories,6.44,9,2023-04-13 23:00:00
2475,23,TikTok,117,Stories,5.0,6,2023-04-14 02:00:00
2481,44,TikTok,310,Posts,9.51,4,2023-04-14 08:00:00
2483,62,TikTok,214,Reels,7.72,5,2023-04-14 10:00:00
2485,57,TikTok,188,Live,1.02,2,2023-04-14 12:00:00
2490,31,TikTok,270,Shorts,6.0,8,2023-04-14 17:00:00
2491,27,TikTok,24,Reels,6.22,10,2023-04-14 18:00:00
2501,20,TikTok,28,Reels,1.3,7,2023-04-15 04:00:00
2505,16,TikTok,285,Live,8.55,4,2023-04-15 08:00:00
2506,45,TikTok,296,Reels,6.4,2,2023-04-15 09:00:00
2514,47,TikTok,200,Stories,1.48,10,2023-04-15 17:00:00
2522,48,TikTok,248,Posts,9.06,7,2023-04-16 01:00:00
2524,60,TikTok,116,Posts,6.78,10,2023-04-16 03:00:00
2530,24,TikTok,121,Reels,1.68,7,2023-04-16 09:00:00
2531,16,TikTok,344,Live,5.28,3,2023-04-16 10:00:00
2547,62,TikTok,263,Shorts,1.32,10,2023-04-17 02:00:00
2559,21,TikTok,135,Stories,6.11,2,2023-04-17 14:00:00
2566,36,TikTok,94,Shorts,1.64,3,2023-04-17 21:00:00
2570,17,TikTok,167,Shorts,7.0,6,2023-04-18 01:00:00
2575,33,TikTok,296,Stories,9.92,1,2023-04-18 06:00:00
2581,51,TikTok,332,Reels,2.7,10,2023-04-18 12:00:00
2586,31,TikTok,8,Stories,1.79,9,2023-04-18 17:00:00
2588,18,TikTok,302,Reels,8.09,8,2023-04-18 19:00:00
2589,50,TikTok,245,Stories,6.16,10,2023-04-18 20:00:00
2601,19,TikTok,159,Posts,1.76,10,2023-04-19 08:00:00
2610,35,TikTok,359,Live,9.06,9,2023-04-19 17:00:00
2614,47,TikTok,90,Reels,5.57,8,2023-04-19 21:00:00
2617,17,TikTok,122,Live,7.7,5,2023-04-20 00:00:00
2621,20,TikTok,195,Reels,4.53,9,2023-04-20 04:00:00
2627,26,TikTok,292,Stories,1.05,10,2023-04-20 10:00:00
2628,46,TikTok,357,Shorts,0.56,6,2023-04-20 11:00:00
2633,24,TikTok,251,Stories,9.97,2,2023-04-20 16:00:00
2634,50,TikTok,252,Stories,7.58,10,2023-04-20 17:00:00
2640,31,TikTok,49,Reels,6.56,1,2023-04-20 23:00:00
2641,31,TikTok,341,Shorts,6.5,8,2023-04-21 00:00:00
2642,48,TikTok,36,Reels,7.69,10,2023-04-21 01:00:00
2645,54,TikTok,188,Shorts,4.23,6,2023-04-21 04:00:00
2650,44,TikTok,78,Posts,3.19,8,2023-04-21 09:00:00
2652,53,TikTok,107,Live,0.75,9,2023-04-21 11:00:00
2657,42,TikTok,334,Live,3.73,9,2023-04-21 16:00:00
2659,37,TikTok,242,Live,5.24,3,2023-04-21 18:00:00
2666,42,TikTok,85,Shorts,5.87,10,2023-04-22 01:00:00
2682,52,TikTok,311,Reels,3.4,4,2023-04-22 17:00:00
2701,53,TikTok,13,Stories,5.93,7,2023-04-23 12:00:00
2714,44,TikTok,297,Reels,6.2,6,2023-04-24 01:00:00
2728,38,TikTok,167,Posts,0.9,5,2023-04-24 15:00:00
2737,52,TikTok,316,Shorts,6.23,8,2023-04-25 00:00:00
2740,23,TikTok,294,Stories,7.79,10,2023-04-25 03:00:00
2743,16,TikTok,160,Posts,9.88,10,2023-04-25 06:00:00
2745,39,TikTok,166,Posts,1.62,3,2023-04-25 08:00:00
2748,32,TikTok,189,Posts,1.61,2,2023-04-25 11:00:00
2758,34,TikTok,327,Posts,4.23,7,2023-04-25 21:00:00
2760,43,TikTok,184,Shorts,5.52,10,2023-04-25 23:00:00
2767,25,TikTok,133,Stories,5.13,7,2023-04-26 06:00:00
2775,23,TikTok,279,Posts,8.57,5,2023-04-26 14:00:00
2783,51,TikTok,309,Posts,6.58,6,2023-04-26 22:00:00
2793,42,TikTok,308,Posts,9.16,3,2023-04-27 08:00:00
2794,55,TikTok,309,Shorts,8.91,7,2023-04-27 09:00:00
2796,28,TikTok,305,Shorts,6.61,1,2023-04-27 11:00:00
2797,47,TikTok,292,Shorts,4.24,9,2023-04-27 12:00:00
2802,49,TikTok,340,Live,2.48,10,2023-04-27 17:00:00
2805,30,TikTok,131,Reels,4.58,6,2023-04-27 20:00:00
2806,32,TikTok,179,Live,9.79,3,2023-04-27 21:00:00
2810,40,TikTok,250,Posts,0.84,3,2023-04-28 01:00:00
2815,45,TikTok,157,Posts,4.45,1,2023-04-28 06:00:00
2817,36,TikTok,149,Shorts,3.99,9,2023-04-28 08:00:00
2825,45,TikTok,38,Live,0.75,9,2023-04-28 16:00:00
2826,54,TikTok,308,Stories,5.07,8,2023-04-28 17:00:00
2829,56,TikTok,258,Shorts,8.64,9,2023-04-28 20:00:00
2830,62,TikTok,9,Live,7.81,1,2023-04-28 21:00:00
2833,28,TikTok,27,Live,9.08,2,2023-04-29 00:00:00
2838,61,TikTok,96,Posts,5.6,7,2023-04-29 05:00:00
2845,37,TikTok,324,Posts,3.44,9,2023-04-29 12:00:00
2847,40,TikTok,333,Reels,4.43,6,2023-04-29 14:00:00
2853,17,TikTok,319,Live,1.66,8,2023-04-29 20:00:00
2854,44,TikTok,199,Reels,0.52,7,2023-04-29 21:00:00
2859,30,TikTok,262,Live,6.7,10,2023-04-30 02:00:00
2860,38,TikTok,200,Stories,2.26,5,2023-04-30 03:00:00
2861,39,TikTok,149,Reels,8.33,10,2023-04-30 04:00:00
2890,50,TikTok,312,Reels,8.69,6,2023-05-01 09:00:00
2895,40,TikTok,187,Posts,6.14,8,2023-05-01 14:00:00
2896,25,TikTok,89,Reels,9.24,1,2023-05-01 15:00:00
2898,61,TikTok,169,Shorts,8.85,1,2023-05-01 17:00:00
2900,42,TikTok,94,Posts,3.63,2,2023-05-01 19:00:00
2901,42,TikTok,242,Posts,5.56,8,2023-05-01 20:00:00
2904,63,TikTok,219,Posts,7.78,6,2023-05-01 23:00:00
2905,28,TikTok,62,Posts,6.78,1,2023-05-02 00:00:00
2907,51,TikTok,110,Posts,4.66,7,2023-05-02 02:00:00
2908,37,TikTok,334,Reels,1.85,6,2023-05-02 03:00:00
2915,49,TikTok,325,Posts,4.34,1,2023-05-02 10:00:00
2921,34,TikTok,149,Posts,1.44,10,2023-05-02 16:00:00
2926,35,TikTok,180,Posts,3.99,2,2023-05-02 21:00:00
2931,52,TikTok,359,Posts,3.38,7,2023-05-03 02:00:00
2937,25,TikTok,305,Stories,9.03,9,2023-05-03 08:00:00
2938,53,TikTok,184,Stories,6.4,2,2023-05-03 09:00:00
2944,22,TikTok,74,Shorts,3.64,4,2023-05-03 15:00:00
2947,29,TikTok,193,Posts,1.79,10,2023-05-03 18:00:00
2949,39,TikTok,221,Reels,8.95,7,2023-05-03 20:00:00
2950,52,TikTok,36,Posts,7.65,7,2023-05-03 21:00:00
2952,19,TikTok,165,Stories,4.0,4,2023-05-03 23:00:00
2953,39,TikTok,36,Reels,6.36,1,2023-05-04 00:00:00
2955,45,TikTok,156,Stories,5.28,5,2023-05-04 02:00:00
2959,34,TikTok,283,Posts,5.45,6,2023-05-04 06:00:00
2964,39,TikTok,152,Live,8.92,9,2023-05-04 11:00:00
2973,60,TikTok,341,Reels,2.45,4,2023-05-04 20:00:00
2978,33,TikTok,264,Reels,1.21,1,2023-05-05 01:00:00
2981,62,TikTok,50,Reels,1.88,7,2023-05-05 04:00:00
2992,30,TikTok,157,Reels,4.31,3,2023-05-05 15:00:00
2993,21,TikTok,315,Shorts,2.31,8,2023-05-05 16:00:00
2995,29,TikTok,277,Stories,9.43,10,2023-05-05 18:00:00
2998,24,TikTok,145,Live,8.57,2,2023-05-05 21:00:00
3001,20,TikTok,267,Shorts,3.67,1,2023-05-06 00:00:00
3007,45,TikTok,129,Shorts,3.72,3,2023-05-06 06:00:00
3014,50,TikTok,218,Posts,9.51,3,2023-05-06 13:00:00
3015,61,TikTok,162,Stories,3.92,7,2023-05-06 14:00:00
3021,64,TikTok,308,Shorts,8.55,10,2023-05-06 20:00:00
3033,39,TikTok,258,Live,5.12,1,2023-05-07 08:00:00
3034,51,TikTok,91,Stories,7.72,3,2023-05-07 09:00:00
3049,45,TikTok,130,Stories,1.8,5,2023-05-08 00:00:00
3055,29,TikTok,286,Posts,9.89,4,2023-05-08 06:00:00
3057,31,TikTok,292,Posts,7.8,2,2023-05-08 08:00:00
3060,57,TikTok,130,Stories,6.52,1,2023-05-08 11:00:00
3062,28,TikTok,107,Stories,4.93,10,2023-05-08 13:00:00
3063,21,TikTok,191,Posts,8.72,10,2023-05-08 14:00:00
3071,58,TikTok,114,Shorts,3.43,8,2023-05-08 22:00:00
3074,48,TikTok,7,Live,3.57,5,2023-05-09 01:00:00
3076,22,TikTok,250,Posts,7.86,10,2023-05-09 03:00:00
3080,47,TikTok,291,Live,2.77,8,2023-05-09 07:00:00
3081,26,TikTok,70,Posts,8.9,9,2023-05-09 08:00:00
3089,41,TikTok,196,Posts,7.92,4,2023-05-09 16:00:00
3091,29,TikTok,92,Posts,3.55,2,2023-05-09 18:00:00
3094,33,TikTok,244,Reels,3.31,3,2023-05-09 21:00:00
3096,18,TikTok,181,Shorts,8.87,7,2023-05-09 23:00:00
3098,41,TikTok,334,Reels,6.76,10,2023-05-10 01:00:00
3102,34,TikTok,29,Stories,7.05,8,2023-05-10 05:00:00
3105,27,TikTok,149,Shorts,9.32,5,2023-05-10 08:00:00
3118,56,TikTok,345,Stories,2.72,7,2023-05-10 21:00:00
3121,64,TikTok,11,Shorts,7.91,4,2023-05-11 00:00:00
3122,32,TikTok,192,Live,8.87,7,2023-05-11 01:00:00
3123,49,TikTok,8,Shorts,9.31,9,2023-05-11 02:00:00
3136,25,TikTok,26,Reels,0.89,10,2023-05-11 15:00:00
3137,49,TikTok,160,Posts,9.75,9,2023-05-11 16:00:00
3141,37,TikTok,350,Posts,8.86,2,2023-05-11 20:00:00
3146,53,TikTok,73,Live,3.42,4,2023-05-12 01:00:00
3150,47,TikTok,5,Live,2.04,9,2023-05-12 05:00:00
3156,61,TikTok,141,Live,5.52,7,2023-05-12 11:00:00
3159,55,TikTok,260,Stories,6.83,5,2023-05-12 14:00:00
3163,43,TikTok,298,Shorts,1.71,5,2023-05-12 18:00:00
3169,41,TikTok,207,Shorts,4.18,7,2023-05-13 00:00:00
3173,18,TikTok,70,Shorts,8.95,10,2023-05-13 04:00:00
3179,21,TikTok,165,Stories,8.25,4,2023-05-13 10:00:00
3180,54,TikTok,258,Live,0.85,7,2023-05-13 11:00:00
3184,34,TikTok,31,Stories,4.36,9,2023-05-13 15:00:00
3186,26,TikTok,71,Live,9.56,6,2023-05-13 17:00:00
3194,52,TikTok,43,Live,3.99,7,2023-05-14 01:00:00
3197,24,TikTok,47,Live,3.3,9,2023-05-14 04:00:00
3198,62,TikTok,341,Reels,9.1,4,2023-05-14 05:00:00
3201,61,TikTok,78,Reels,6.09,10,2023-05-14 08:00:00
3211,18,TikTok,357,Reels,4.72,10,2023-05-14 18:00:00
3213,18,TikTok,170,Reels,9.81,5,2023-05-14 20:00:00
3214,42,TikTok,282,Shorts,1.82,9,2023-05-14 21:00:00
3216,55,TikTok,77,Live,4.32,1,2023-05-14 23:00:00
3217,53,TikTok,119,Stories,5.36,9,2023-05-15 00:00:00
3219,43,TikTok,175,Reels,2.0,10,2023-05-15 02:00:00
3224,63,TikTok,305,Live,2.33,9,2023-05-15 07:00:00
3240,36,TikTok,213,Posts,2.9,5,2023-05-15 23:00:00
3241,45,TikTok,277,Shorts,4.22,1,2023-05-16 00:00:00
3246,53,TikTok,165,Stories,8.5,5,2023-05-16 05:00:00
3249,20,TikTok,57,Shorts,5.95,10,2023-05-16 08:00:00
3254,40,TikTok,311,Live,1.39,5,2023-05-16 13:00:00
3258,20,TikTok,201,Stories,9.37,2,2023-05-16 17:00:00
3264,21,TikTok,356,Shorts,1.46,4,2023-05-16 23:00:00
3280,45,TikTok,58,Live,0.88,3,2023-05-17 15:00:00
3290,56,TikTok,124,Posts,2.14,8,2023-05-18 01:00:00
3292,33,TikTok,223,Posts,7.66,10,2023-05-18 03:00:00
3293,26,TikTok,306,Reels,9.74,10,2023-05-18 04:00:00
3294,38,TikTok,127,Live,2.31,4,2023-05-18 05:00:00
3299,59,TikTok,194,Stories,9.76,3,2023-05-18 10:00:00
3324,62,TikTok,71,Shorts,7.47,7,2023-05-19 11:00:00
3327,36,TikTok,86,Live,6.46,3,2023-05-19 14:00:00
3332,27,TikTok,349,Shorts,3.23,8,2023-05-19 19:00:00
3342,42,TikTok,236,Live,0.82,9,2023-05-20 05:00:00
3351,50,TikTok,211,Shorts,5.4,7,2023-05-20 14:00:00
3353,45,TikTok,51,Shorts,6.35,4,2023-05-20 16:00:00
3376,29,TikTok,81,Shorts,6.72,4,2023-05-21 15:00:00
3381,53,TikTok,89,Stories,0.6,9,2023-05-21 20:00:00
3387,48,TikTok,71,Stories,2.22,8,2023-05-22 02:00:00
3400,17,TikTok,181,Live,8.35,9,2023-05-22 15:00:00
3406,44,TikTok,332,Shorts,4.34,7,2023-05-22 21:00:00
3408,63,TikTok,132,Live,2.23,2,2023-05-22 23:00:00
3422,48,TikTok,141,Posts,1.48,6,2023-05-23 13:00:00
3433,60,TikTok,77,Stories,5.69,9,2023-05-24 00:00:00
3442,56,TikTok,83,Live,8.0,7,2023-05-24 09:00:00
3454,43,TikTok,119,Reels,0.65,1,2023-05-24 21:00:00
3456,19,TikTok,349,Shorts,2.87,1,2023-05-24 23:00:00
3462,59,TikTok,306,Live,8.53,7,2023-05-25 05:00:00
3471,53,TikTok,340,Shorts,3.59,10,2023-05-25 14:00:00
3472,21,TikTok,285,Reels,5.57,8,2023-05-25 15:00:00
3486,60,TikTok,228,Shorts,6.99,9,2023-05-26 05:00:00
3492,63,TikTok,221,Live,9.32,7,2023-05-26 11:00:00
3508,64,TikTok,248,Shorts,9.18,7,2023-05-27 03:00:00
3510,58,TikTok,252,Live,3.97,9,2023-05-27 05:00:00
3524,26,TikTok,206,Stories,0.64,7,2023-05-27 19:00:00
3533,59,TikTok,126,Shorts,5.72,10,2023-05-28 04:00:00
3535,27,TikTok,100,Reels,0.55,6,2023-05-28 06:00:00
3539,27,TikTok,19,Reels,8.91,2,2023-05-28 10:00:00
3545,43,TikTok,348,Posts,5.32,1,2023-05-28 16:00:00
3546,20,TikTok,156,Reels,1.5,4,2023-05-28 17:00:00
3553,60,TikTok,45,Posts,4.16,8,2023-05-29 00:00:00
3573,64,TikTok,268,Stories,9.62,4,2023-05-29 20:00:00
3575,27,TikTok,282,Live,9.93,8,2023-05-29 22:00:00
3576,30,TikTok,332,Live,7.82,7,2023-05-29 23:00:00
3582,25,TikTok,98,Shorts,5.16,7,2023-05-30 05:00:00
3588,33,TikTok,225,Shorts,2.96,8,2023-05-30 11:00:00
3589,24,TikTok,347,Stories,6.75,1,2023-05-30 12:00:00
3592,18,TikTok,179,Reels,1.47,1,2023-05-30 15:00:00
3604,32,TikTok,35,Shorts,8.83,6,2023-05-31 03:00:00
3607,50,TikTok,28,Reels,6.89,6,2023-05-31 06:00:00
3611,30,TikTok,259,Reels,5.85,6,2023-05-31 10:00:00
3613,52,TikTok,118,Live,4.47,4,2023-05-31 12:00:00
3621,43,TikTok,151,Live,6.43,7,2023-05-31 20:00:00
3624,33,TikTok,46,Stories,6.65,4,2023-05-31 23:00:00
3633,47,TikTok,222,Reels,4.07,7,2023-06-01 08:00:00
3637,59,TikTok,131,Posts,9.07,3,2023-06-01 12:00:00
3643,63,TikTok,357,Posts,9.1,10,2023-06-01 18:00:00
3646,48,TikTok,323,Shorts,7.25,3,2023-06-01 21:00:00
3647,39,TikTok,223,Live,2.02,9,2023-06-01 22:00:00
3652,22,TikTok,194,Posts,9.3,10,2023-06-02 03:00:00
3653,19,TikTok,202,Live,7.31,9,2023-06-02 04:00:00
3655,16,TikTok,281,Shorts,0.98,7,2023-06-02 06:00:00
3663,43,TikTok,53,Reels,3.04,10,2023-06-02 14:00:00
3666,62,TikTok,325,Live,8.07,8,2023-06-02 17:00:00
3669,26,TikTok,332,Live,6.78,8,2023-06-02 20:00:00
3670,64,TikTok,69,Reels,1.57,1,2023-06-02 21:00:00
3672,53,TikTok,55,Shorts,5.07,7,2023-06-02 23:00:00
3674,23,TikTok,78,Posts,8.82,3,2023-06-03 01:00:00
3687,18,TikTok,123,Shorts,6.39,3,2023-06-03 14:00:00
3692,42,TikTok,256,Reels,2.67,7,2023-06-03 19:00:00
3695,42,TikTok,73,Shorts,9.77,5,2023-06-03 22:00:00
3698,30,TikTok,73,Shorts,7.19,9,2023-06-04 01:00:00
3701,52,TikTok,343,Stories,3.14,7,2023-06-04 04:00:00
3703,57,TikTok,40,Reels,6.46,1,2023-06-04 06:00:00
3712,44,TikTok,101,Live,2.75,7,2023-06-04 15:00:00
3721,20,TikTok,28,Live,9.13,7,2023-06-05 00:00:00
3724,64,TikTok,298,Shorts,6.01,6,2023-06-05 03:00:00
3725,28,TikTok,14,Live,1.88,4,2023-06-05 04:00:00
3728,37,TikTok,130,Stories,7.86,5,2023-06-05 07:00:00
3739,36,TikTok,236,Reels,4.79,8,2023-06-05 18:00:00
3749,62,TikTok,301,Stories,2.22,1,2023-06-06 04:00:00
3754,50,TikTok,123,Posts,8.09,10,2023-06-06 09:00:00
3758,39,TikTok,339,Posts,5.12,2,2023-06-06 13:00:00
3765,20,TikTok,168,Posts,3.03,1,2023-06-06 20:00:00
3777,26,TikTok,122,Live,2.31,8,2023-06-07 08:00:00
3783,56,TikTok,336,Posts,3.66,5,2023-06-07 14:00:00
3791,59,TikTok,99,Posts,2.2,9,2023-06-07 22:00:00
3804,32,TikTok,26,Shorts,2.31,1,2023-06-08 11:00:00
3808,43,TikTok,280,Stories,9.35,3,2023-06-08 15:00:00
3811,19,TikTok,70,Live,5.3,4,2023-06-08 18:00:00
3817,23,TikTok,247,Shorts,2.92,9,2023-06-09 00:00:00
3821,64,TikTok,294,Reels,9.83,5,2023-06-09 04:00:00
3824,23,TikTok,60,Reels,3.1,4,2023-06-09 07:00:00
3827,18,TikTok,310,Reels,6.25,3,2023-06-09 10:00:00
3829,28,TikTok,157,Reels,2.04,1,2023-06-09 12:00:00
3831,61,TikTok,115,Shorts,5.86,1,2023-06-09 14:00:00
3837,37,TikTok,354,Live,4.93,3,2023-06-09 20:00:00
3841,57,TikTok,162,Reels,7.72,4,2023-06-10 00:00:00
3854,23,TikTok,115,Live,4.81,3,2023-06-10 13:00:00
3863,51,TikTok,354,Live,3.47,9,2023-06-10 22:00:00
3872,20,TikTok,212,Stories,2.14,1,2023-06-11 07:00:00
3876,50,TikTok,89,Reels,4.9,8,2023-06-11 11:00:00
3878,55,TikTok,249,Stories,9.3,9,2023-06-11 13:00:00
3881,49,TikTok,216,Posts,4.91,8,2023-06-11 16:00:00
3882,61,TikTok,88,Posts,2.2,2,2023-06-11 17:00:00
3885,45,TikTok,137,Posts,5.97,3,2023-06-11 20:00:00
3897,60,TikTok,24,Stories,6.6,1,2023-06-12 08:00:00
3898,34,TikTok,251,Posts,5.3,10,2023-06-12 09:00:00
3906,31,TikTok,15,Posts,1.36,3,2023-06-12 17:00:00
3910,41,TikTok,294,Shorts,9.11,4,2023-06-12 21:00:00
3913,46,TikTok,325,Shorts,8.1,10,2023-06-13 00:00:00
3917,23,TikTok,190,Stories,8.0,8,2023-06-13 04:00:00
3921,44,TikTok,146,Reels,8.89,4,2023-06-13 08:00:00
3926,56,TikTok,292,Stories,3.69,10,2023-06-13 13:00:00
3931,34,TikTok,305,Shorts,7.29,7,2023-06-13 18:00:00
3941,23,TikTok,228,Shorts,0.92,7,2023-06-14 04:00:00
3946,61,TikTok,100,Reels,5.13,2,2023-06-14 09:00:00
3952,28,TikTok,76,Live,5.25,6,2023-06-14 15:00:00
3953,38,TikTok,183,Live,9.62,1,2023-06-14 16:00:00
3954,23,TikTok,174,Live,3.76,1,2023-06-14 17:00:00
3955,33,TikTok,163,Posts,9.72,9,2023-06-14 18:00:00
